NI,Lower Saxony,Western Europe,TH,Thuringia,Western Europe
NI,Lower Saxony,Western Europe,NNL,North Netherlands,Western Europe
NI,Lower Saxony,Western Europe,SH,Schleswig-Holstein,Western Europe
NRW,North Rhine-Westphalia,Western Europe,SNL,South Netherlands,Western Europe
NRW,North Rhine-Westphalia,Western Europe,ENL,East Netherlands,Western Europe
SL,Saarland,Western Europe,LUX,Luxembourg,Western Europe
SN,Saxony,Western Europe,CZE,Czechia,Eastern Europe
SN,Saxony,Western Europe,POM,Pomerania,Eastern Europe
SN,Saxony,Western Europe,TH,Thuringia,Western Europe
LIE,Liechtenstein,Western Europe,CHE,Switzerland,Western Europe
ENL,East Netherlands,Western Europe,NNL,North Netherlands,Western Europe
ENL,East Netherlands,Western Europe,WNL,West Netherlands,Western Europe
ENL,East Netherlands,Western Europe,SNL,South Netherlands,Western Europe
SNL,South Netherlands,Western Europe,WNL,West Netherlands,Western Europe
CHE,Switzerland,Western Europe,NWI,Northwest Italy,Southern Europe
CHE,Switzerland,Western Europe,NEI,Northeast Italy,Southern Europe
BLR,Belarus,Eastern Europe,NWR,Northwestern Russia,Eastern Europe
BLR,Belarus,Eastern Europe,CER,Central Russia,Eastern Europe
BLR,Belarus,Eastern Europe,CUA,Central Ukraine,Eastern Europe
BLR,Belarus,Eastern Europe,WUA,West Ukraine,Eastern Europe
BLR,Belarus,Eastern Europe,WAR,Warsaw,Eastern Europe
BUL,Bulgaria,Eastern Europe,WLA,Wallachia,Eastern Europe
BUL,Bulgaria,Eastern Europe,SRB,Serbia,Southern Europe
BUL,Bulgaria,Eastern Europe,ATH,Athens,Southern Europe
BUL,Bulgaria,Eastern Europe,MMR,Marmara,West Asia
BUL,Bulgaria,Eastern Europe,MKD,North Macedonia,Southern Europe
CZE,Czechia,Eastern Europe,POM,Pomerania,Eastern Europe
CZE,Czechia,Eastern Europe,SVK,Slovakia,Eastern Europe
HUN,Hungary,Eastern Europe,SVK,Slovakia,Eastern Europe
HUN,Hungary,Eastern Europe,TRA,Transylvania,Eastern Europe
HUN,Hungary,Eastern Europe,SRB,Serbia,Southern Europe
HUN,Hungary,Eastern Europe,WUA,West Ukraine,Eastern Europe
HUN,Hungary,Eastern Europe,SVN,Slovenia,Southern Europe
HUN,Hungary,Eastern Europe,CRO,Croatia,Southern Europe
MDA,Moldova,Eastern Europe,WLA,Wallachia,Eastern Europe
MDA,Moldova,Eastern Europe,WUA,West Ukraine,Eastern Europe
MDA,Moldova,Eastern Europe,CUA,Central Ukraine,Eastern Europe
POM,Pomerania,Eastern Europe,SVK,Slovakia,Eastern Europe
POM,Pomerania,Eastern Europe,WAR,Warsaw,Eastern Europe
WAR,Warsaw,Eastern Europe,SVK,Slovakia,Eastern Europe
WAR,Warsaw,Eastern Europe,WUA,West Ukraine,Eastern Europe
TRA,Transylvania,Eastern Europe,WUA,West Ukraine,Eastern Europe
TRA,Transylvania,Eastern Europe,WLA,Wallachia,Eastern Europe
TRA,Transylvania,Eastern Europe,SRB,Serbia,Southern Europe
WLA,Wallachia,Eastern Europe,SRB,Serbia,Southern Europe
CER,Central Russia,Eastern Europe,VOR,Volga Russia,Eastern Europe
CER,Central Russia,Eastern Europe,SOR,Southern Russia,Eastern Europe
CER,Central Russia,Eastern Europe,NWR,Northwestern Russia,Eastern Europe
CER,Central Russia,Eastern Europe,CUA,Central Ukraine,Eastern Europe
NWR,Northwestern Russia,Eastern Europe,URR,Ural Russia,North Asia
NWR,Northwestern Russia,Eastern Europe,VOR,Volga Russia,Eastern Europe
SOR,Southern Russia,Eastern Europe,KAZ,Kazakhstan,Central Asia
SOR,Southern Russia,Eastern Europe,VOR,Volga Russia,Eastern Europe
VOR,Volga Russia,Eastern Europe,KAZ,Kazakhstan,Central Asia
VOR,Volga Russia,Eastern Europe,URR,Ural Russia,North Asia
SVK,Slovakia,Eastern Europe,WUA,West Ukraine,Eastern Europe
CUA,Central Ukraine,Eastern Europe,WUA,West Ukraine,Eastern Europe
ALB,Albania,Southern Europe,KSR,Kosovo,Southern Europe
ALB,Albania,Southern Europe,MNE,Montenegro,Southern Europe
ALB,Albania,Southern Europe,MKD,North Macedonia,Southern Europe
ALB,Albania,Southern Europe,ATH,Athens,Southern Europe
BIH,Bosnia and Herzegovina,Southern Europe,CRO,Croatia,Southern Europe
BIH,Bosnia and Herzegovina,Southern Europe,SRB,Serbia,Southern Europe
BIH,Bosnia and Herzegovina,Southern Europe,MNE,Montenegro,Southern Europe
CRO,Croatia,Southern Europe,SRB,Serbia,Southern Europe
CRO,Croatia,Southern Europe,SVN,Slovenia,Southern Europe
CRO,Croatia,Southern Europe,MNE,Montenegro,Southern Europe
ATH,Athens,Southern Europe,MMR,Marmara,West Asia
ATH,Athens,Southern Europe,MKD,North Macedonia,Southern Europe
ATH,Athens,Southern Europe,AGR,Aegean Greece,Southern Europe
CTI,Central Italy,Southern Europe,SOI,South Italy,Southern Europe
CTI,Central Italy,Southern Europe,NEI,Northeast Italy,Southern Europe
CTI,Central Italy,Southern Europe,NWI,Northwest Italy,Southern Europe
CTI,Central Italy,Southern Europe,VAT,Vatican City,Southern Europe
NEI,Northeast Italy,Southern Europe,NWI,Northwest Italy,Southern Europe
NEI,Northeast Italy,Southern Europe,SVN,Slovenia,Southern Europe
KSR,Kosovo,Southern Europe,SRB,Serbia,Southern Europe
KSR,Kosovo,Southern Europe,MKD,North Macedonia,Southern Europe
KSR,Kosovo,Southern Europe,MNE,Montenegro,Southern Europe
MNE,Montenegro,Southern Europe,SRB,Serbia,Southern Europe
MKD,North Macedonia,Southern Europe,SRB,Serbia,Southern Europe
POR,Portugal,Southern Europe,CES,Centre Spain,Southern Europe
POR,Portugal,Southern Europe,NWS,North West Spain,Southern Europe
POR,Portugal,Southern Europe,SUS,South Spain,Southern Europe
CES,Centre Spain,Southern Europe,NES,North East Spain,Southern Europe
CES,Centre Spain,Southern Europe,NWS,North West Spain,Southern Europe
CES,Centre Spain,Southern Europe,ESS,East Spain,Southern Europe
CES,Centre Spain,Southern Europe,SUS,South Spain,Southern Europe
CES,Centre Spain,Southern Europe,MDS,Comunidad de Madrid,Southern Europe
ESS,East Spain,Southern Europe,NES,North East Spain,Southern Europe
ESS,East Spain,Southern Europe,SUS,South Spain,Southern Europe
NES,North East Spain,Southern Europe,NWS,North West Spain,Southern Europe
DZS,Algerian Sahara,Northern Africa,LBY,Libya,Northern Africa
DZS,Algerian Sahara,Northern Africa,DZE,Eastern Algeria,Northern Africa
DZS,Algerian Sahara,Northern Africa,MAT,Moroccan Atlas,Northern Africa
LBY,Libya,Northern Africa,NSD,Northern Sudan,Northern Africa
GHB,Gharb,Northern Africa,RIF,Rif,Northern Africa
GHB,Gharb,Northern Africa,MAT,Moroccan Atlas,Northern Africa
MAT,Moroccan Atlas,Northern Africa,RIF,Rif,Northern Africa
NSD,Northern Sudan,Northern Africa,ERI,Eritrea,Eastern Africa
DJI,Djibouti,Eastern Africa,ERI,Eritrea,Eastern Africa
GEO,Georgia,West Asia,BLS,Black Sea Turkey,West Asia
IRV,Iran Region Five,West Asia,IRT,Iran Region Two,West Asia
IRV,Iran Region Five,West Asia,TKM,Turkmenistan,Central Asia
IRV,Iran Region Five,West Asia,IRO,Iran Region One,West Asia
IRV,Iran Region Five,West Asia,AFE,Eastern Afghanistan,Central Asia
IRV,Iran Region Five,West Asia,PBL,Balochistan,South Asia
IRF,Iran Region Four,West Asia,IRO,Iran Region One,West Asia
IRF,Iran Region Four,West Asia,IRT,Iran Region Two,West Asia
IRF,Iran Region Four,West Asia,NIQ,North Iraq,West Asia
IRF,Iran Region Four,West Asia,MIQ,Middle Iraq,West Asia
IRO,Iran Region One,West Asia,IRT,Iran Region Two,West Asia
IRO,Iran Region One,West Asia,TKM,Turkmenistan,Central Asia
IRT,Iran Region Two,West Asia,OMN,Oman,West Asia
MIQ,Middle Iraq,West Asia,NAJ,Najd,West Asia
MIQ,Middle Iraq,West Asia,ESY,Eastern Syria,West Asia
MIQ,Middle Iraq,West Asia,NIQ,North Iraq,West Asia
MIQ,Middle Iraq,West Asia,WSY,Western Syria,West Asia
MIQ,Middle Iraq,West Asia,JOR,Jordan,West Asia
NIQ,North Iraq,West Asia,ESY,Eastern Syria,West Asia
ISR,Israel,West Asia,PSE,Palestine,West Asia
ISR,Israel,West Asia,JOR,Jordan,West Asia
ISR,Israel,West Asia,LBN,Lebanon,West Asia
ISR,Israel,West Asia,WSY,Western Syria,West Asia
JOR,Jordan,West Asia,NAJ,Najd,West Asia
JOR,Jordan,West Asia,HEJ,Hejaz,West Asia
JOR,Jordan,West Asia,WSY,Western Syria,West Asia
JOR,Jordan,West Asia,PSE,Palestine,West Asia
LBN,Lebanon,West Asia,WSY,Western Syria,West Asia
OMN,Oman,West Asia,UAE,United Arab Emirates,West Asia
OMN,Oman,West Asia,NAJ,Najd,West Asia
OMN,Oman,West Asia,SYE,South Yemen,West Asia
QAT,Qatar,West Asia,NAJ,Najd,West Asia
HEJ,Hejaz,West Asia,NAJ,Najd,West Asia
NAJ,Najd,West Asia,UAE,United Arab Emirates,West Asia
ESY,Eastern Syria,West Asia,WSY,Western Syria,West Asia
WSY,Western Syria,West Asia,MTR,Mediterranean Turkey,West Asia
ATR,Aegean Turkey,West Asia,CAT,Central Anatolia,West Asia
ATR,Aegean Turkey,West Asia,MMR,Marmara,West Asia
ATR,Aegean Turkey,West Asia,MTR,Mediterranean Turkey,West Asia
BLS,Black Sea Turkey,West Asia,CAT,Central Anatolia,West Asia
BLS,Black Sea Turkey,West Asia,MMR,Marmara,West Asia
CAT,Central Anatolia,West Asia,MMR,Marmara,West Asia
CAT,Central Anatolia,West Asia,MTR,Mediterranean Turkey,West Asia
NYE,North Yemen,West Asia,SYE,South Yemen,West Asia
AFE,Eastern Afghanistan,Central Asia,AFW,Western Afghanistan,Central Asia
AFE,Eastern Afghanistan,Central Asia,AFN,Northern Afghanistan,Central Asia
AFE,Eastern Afghanistan,Central Asia,TKM,Turkmenistan,Central Asia
AFN,Northern Afghanistan,Central Asia,AFW,Western Afghanistan,Central Asia
AFN,Northern Afghanistan,Central Asia,TJK,Tajikistan,Central Asia
AFN,Northern Afghanistan,Central Asia,TKM,Turkmenistan,Central Asia
AFN,Northern Afghanistan,Central Asia,PKP,Khyber Pakhtunkhwa,South Asia
AFN,Northern Afghanistan,Central Asia,SMK,Samarkand,Central Asia
AFN,Northern Afghanistan,Central Asia,XJ,Xinjiang,East Asia
AFW,Western Afghanistan,Central Asia,PKP,Khyber Pakhtunkhwa,South Asia
KGZ,Kyrgyzstan,Central Asia,XJ,Xinjiang,East Asia
KGZ,Kyrgyzstan,Central Asia,KAZ,Kazakhstan,Central Asia
KGZ,Kyrgyzstan,Central Asia,TAK,Tashkent,Central Asia
KGZ,Kyrgyzstan,Central Asia,TJK,Tajikistan,Central Asia
TJK,Tajikistan,Central Asia,TAK,Tashkent,Central Asia
TJK,Tajikistan,Central Asia,XJ,Xinjiang,East Asia
TJK,Tajikistan,Central Asia,SMK,Samarkand,Central Asia
TKM,Turkmenistan,Central Asia,SMK,Samarkand,Central Asia
TKM,Turkmenistan,Central Asia,KAZ,Kazakhstan,Central Asia
SMK,Samarkand,Central Asia,KAZ,Kazakhstan,Central Asia
SMK,Samarkand,Central Asia,TAK,Tashkent,Central Asia
TAK,Tashkent,Central Asia,KAZ,Kazakhstan,Central Asia
URR,Ural Russia,North Asia,SIR,Siberian Russia,North Asia
URR,Ural Russia,North Asia,KAZ,Kazakhstan,Central Asia
IMN,Inner Mongolia,East Asia,JLN,Jilin,East Asia
IMN,Inner Mongolia,East Asia,MGL,Mongolia,East Asia
IMN,Inner Mongolia,East Asia,FER,Far Eastern Russia,North Asia
IMN,Inner Mongolia,East Asia,SNX,Shaanxi,East Asia
IMN,Inner Mongolia,East Asia,LNG,Liaoning,East Asia
JLN,Jilin,East Asia,LNG,Liaoning,East Asia
JLN,Jilin,East Asia,PRK,North Korea,East Asia
JLN,Jilin,East Asia,FER,Far Eastern Russia,North Asia
LNG,Liaoning,East Asia,PRK,North Korea,East Asia
SNX,Shaanxi,East Asia,SCN,Sichuan,East Asia
SCN,Sichuan,East Asia,TIB,Tibet,East Asia
TIB,Tibet,East Asia,EMM,Northeast Myanmar,Southeast Asia
TIB,Tibet,East Asia,XJ,Xinjiang,East Asia
TIB,Tibet,East Asia,IHP,Himachal Pradesh,South Asia
XJ,Xinjiang,East Asia,KAZ,Kazakhstan,Central Asia
XJ,Xinjiang,East Asia,MGL,Mongolia,East Asia
XJ,Xinjiang,East Asia,SIR,Siberian Russia,North Asia
MGL,Mongolia,East Asia,SIR,Siberian Russia,North Asia
MGL,Mongolia,East Asia,FER,Far Eastern Russia,North Asia
PRK,North Korea,East Asia,FER,Far Eastern Russia,North Asia
PRK,North Korea,East Asia,GNG,Gyeonggi,East Asia
ICH,Chandigarh,South Asia,IPB,Indian Punjab,South Asia
IDL,Delhi,South Asia,IUP,Uttar Pradesh,South Asia
IHP,Himachal Pradesh,South Asia,IPB,Indian Punjab,South Asia
IHP,Himachal Pradesh,South Asia,IUP,Uttar Pradesh,South Asia
IPB,Indian Punjab,South Asia,PPB,Pakistani Punjab,South Asia
IJH,Jharkhand,South Asia,IWB,West Bengal,South Asia
IJH,Jharkhand,South Asia,IUP,Uttar Pradesh,South Asia
PBL,Balochistan,South Asia,PPB,Pakistani Punjab,South Asia
PBL,Balochistan,South Asia,PKP,Khyber Pakhtunkhwa,South Asia
ISP,Islamabad,South Asia,PPB,Pakistani Punjab,South Asia
ISP,Islamabad,South Asia,PKP,Khyber Pakhtunkhwa,South Asia
PKP,Khyber Pakhtunkhwa,South Asia,PPB,Pakistani Punjab,South Asia
KII,East Kalimantan,Southeast Asia,KBI,West Kalimantan,Southeast Asia
WMY,West Malaya,Southeast Asia,THS,Southern Thailand,Southeast Asia
WMY,West Malaya,Southeast Asia,SGP,Singapore,Southeast Asia
LMM,Lower Burma,Southeast Asia,UMM,Upper Burma,Southeast Asia
LMM,Lower Burma,Southeast Asia,RKM,Rakhine,Southeast Asia
LMM,Lower Burma,Southeast Asia,THS,Southern Thailand,Southeast Asia
EMM,Northeast Myanmar,Southeast Asia,UMM,Upper Burma,Southeast Asia
RKM,Rakhine,Southeast Asia,UMM,Upper Burma,Southeast Asia
COE,Eastern Colombia,North South America,BAM,Amazonas,Brazil
COE,Eastern Colombia,North South America,NPR,North Peru,West-Center South America
COE,Eastern Colombia,North South America,ECI,Inland Ecuador,North South America
COE,Eastern Colombia,North South America,RAD,Región Andina,North South America
COE,Eastern Colombia,North South America,VNO,Venezuela Oriente,North South America
COE,Eastern Colombia,North South America,VNC,Venezuela Occidental,North South America
COE,Eastern Colombia,North South America,RPC,Región del Pacífico,North South America
RAD,Región Andina,North South America,RCR,Región Caribe,North South America
RCR,Región Caribe,North South America,VNC,Venezuela Occidental,North South America
RPC,Región del Pacífico,North South America,ECI,Inland Ecuador,North South America
ECC,Coastal Ecuador,North South America,ECI,Inland Ecuador,North South America
ECI,Inland Ecuador,North South America,NPR,North Peru,West-Center South America
ECI,Inland Ecuador,North South America,CPR,Coastal Peru,West-Center South America
VNC,Venezuela Occidental,North South America,VNM,Metropolitan Venezuela,North South America
VNM,Metropolitan Venezuela,North South America,VNO,Venezuela Oriente,North South America
VNO,Venezuela Oriente,North South America,BAM,Amazonas,Brazil
VNO,Venezuela Oriente,North South America,BRR,Roraima,Brazil
VNO,Venezuela Oriente,North South America,GUY,Guyana,North South America
GUF,French Guiana,North South America,SUR,Suriname,North South America
GUF,French Guiana,North South America,BAP,Amapá,Brazil
GUY,Guyana,North South America,BRR,Roraima,Brazil
GUY,Guyana,North South America,SUR,Suriname,North South America
GUY,Guyana,North South America,BPA,Pará,Brazil
SUR,Suriname,North South America,BPA,Pará,Brazil
SUR,Suriname,North South America,BAP,Amapá,Brazil
BOC,Bolivia Occidental,West-Center South America,BOR,Bolivia Oriente,West-Center South America
BOC,Bolivia Occidental,West-Center South America,ARW,Argentine Northwest,South South America
BOR,Bolivia Oriente,West-Center South America,BMT,Mato Grosso,Brazil
BOR,Bolivia Oriente,West-Center South America,PRY,Paraguay,West-Center South America
BOR,Bolivia Oriente,West-Center South America,BRO,Rondônia,Brazil
BOR,Bolivia Oriente,West-Center South America,BAC,Acre,Brazil
BOR,Bolivia Oriente,West-Center South America,BMS,Mato Grosso do Sul,Brazil
BOR,Bolivia Oriente,West-Center South America,SPR,South Peru,West-Center South America
PRY,Paraguay,West-Center South America,BMS,Mato Grosso do Sul,Brazil
PRY,Paraguay,West-Center South America,ARE,Argentine Northeast,South South America
PRY,Paraguay,West-Center South America,ARW,Argentine Northwest,South South America
CPR,Coastal Peru,West-Center South America,NPR,North Peru,West-Center South America
NPR,North Peru,West-Center South America,SPR,South Peru,West-Center South America
NPR,North Peru,West-Center South America,BAC,Acre,Brazil
NPR,North Peru,West-Center South America,BAM,Amazonas,Brazil
SPR,South Peru,West-Center South America,BAC,Acre,Brazil
BAC,Acre,Brazil,BAM,Amazonas,Brazil
BAC,Acre,Brazil,BRO,Rondônia,Brazil
BAL,Alagoas,Brazil,BPE,Pernambuco,Brazil
BAL,Alagoas,Brazil,BSE,Sergipe,Brazil
BAL,Alagoas,Brazil,BBA,Bahia,Brazil
BAP,Amapá,Brazil,BPA,Pará,Brazil
BAM,Amazonas,Brazil,BPA,Pará,Brazil
BAM,Amazonas,Brazil,BMT,Mato Grosso,Brazil
BAM,Amazonas,Brazil,BRO,Rondônia,Brazil
BAM,Amazonas,Brazil,BRR,Roraima,Brazil
BBA,Bahia,Brazil,BPI,Piauí,Brazil
BBA,Bahia,Brazil,BPE,Pernambuco,Brazil
BBA,Bahia,Brazil,BTO,Tocantins,Brazil
BBA,Bahia,Brazil,BGO,Goiás,Brazil
BBA,Bahia,Brazil,BSE,Sergipe,Brazil
BBA,Bahia,Brazil,BMG,Minas Gerais,Brazil
BBA,Bahia,Brazil,BEP,Espírito Santo,Brazil
BCE,Ceará,Brazil,BPE,Pernambuco,Brazil
BCE,Ceará,Brazil,BPB,Paraíba,Brazil
BCE,Ceará,Brazil,BRG,Rio Grande do Norte,Brazil
BCE,Ceará,Brazil,BPI,Piauí,Brazil
BDF,Distrito Federal,Brazil,BGO,Goiás,Brazil
BDF,Distrito Federal,Brazil,BMG,Minas Gerais,Brazil
BEP,Espírito Santo,Brazil,BMG,Minas Gerais,Brazil
BEP,Espírito Santo,Brazil,BRJ,Rio de Janeiro,Brazil
BGO,Goiás,Brazil,BMG,Minas Gerais,Brazil
BGO,Goiás,Brazil,BMS,Mato Grosso do Sul,Brazil
BGO,Goiás,Brazil,BMT,Mato Grosso,Brazil
BGO,Goiás,Brazil,BTO,Tocantins,Brazil
BMA,Maranhão,Brazil,BPI,Piauí,Brazil
BMA,Maranhão,Brazil,BTO,Tocantins,Brazil
BMA,Maranhão,Brazil,BPA,Pará,Brazil
BMT,Mato Grosso,Brazil,BTO,Tocantins,Brazil
BMT,Mato Grosso,Brazil,BMS,Mato Grosso do Sul,Brazil
BMT,Mato Grosso,Brazil,BRO,Rondônia,Brazil
BMT,Mato Grosso,Brazil,BPA,Pará,Brazil
BMS,Mato Grosso do Sul,Brazil,BMG,Minas Gerais,Brazil
BMS,Mato Grosso do Sul,Brazil,BPR,Paraná,Brazil
BMS,Mato Grosso do Sul,Brazil,BSP,São Paulo,Brazil
BMG,Minas Gerais,Brazil,BRJ,Rio de Janeiro,Brazil
BPA,Pará,Brazil,BRR,Roraima,Brazil
BPA,Pará,Brazil,BTO,Tocantins,Brazil
BPB,Paraíba,Brazil,BPE,Pernambuco,Brazil
BPB,Paraíba,Brazil,BRG,Rio Grande do Norte,Brazil
BPR,Paraná,Brazil,ARE,Argentine Northeast,South South America
BPE,Pernambuco,Brazil,BPI,Piauí,Brazil
BPI,Piauí,Brazil,BTO,Tocantins,Brazil
BRJ,Rio de Janeiro,Brazil,BSP,São Paulo,Brazil
BRS,Rio Grande do Sul,Brazil,BSC,Santa Catarina,Brazil
BRS,Rio Grande do Sul,Brazil,URY,Uruguay,South South America
BRS,Rio Grande do Sul,Brazil,ARE,Argentine Northeast,South South America
BSC,Santa Catarina,Brazil,ARE,Argentine Northeast,South South America
ARE,Argentine Northeast,South South America,ARP,Pampas,South South America
ARE,Argentine Northeast,South South America,ARW,Argentine Northwest,South South America
ARE,Argentine Northeast,South South America,URY,Uruguay,South South America
ARW,Argentine Northwest,South South America,CLN,Northern Chile,South South America
ARW,Argentine Northwest,South South America,ARP,Pampas,South South America
ARW,Argentine Northwest,South South America,ARC,Cuyo,South South America
ARC,Cuyo,South South America,ARP,Pampas,South South America
ARC,Cuyo,South South America,PTA,Patagonia,South South America
ARC,Cuyo,South South America,CLS,Southern Chile,South South America
ARC,Cuyo,South South America,CLN,Northern Chile,South South America
ARC,Cuyo,South South America,CLM,Metropolitan Chile,South South America
ARP,Pampas,South South America,PTA,Patagonia,South South America
LIT,Lithuania,Northern Europe,KLG,Kaliningrad,Eastern Europe
NEE,North East England,Northern Europe,SCT,Scotland,Northern Europe
NEE,North East England,Northern Europe,NWE,North West England,Northern Europe
NEE,North East England,Northern Europe,YSH,Yorkshire and the Humber,Northern Europe
AND,Andorra,Western Europe,OCC,Occitanie,Western Europe
AND,Andorra,Western Europe,ESS,East Spain,Southern Europe
WAL,Wallonia,Western Europe,RP,Rhineland-Palatinate,Western Europe
GES,Grand Est,Western Europe,RP,Rhineland-Palatinate,Western Europe
PAC,Provence-Alpes-Côte d'Azur,Western Europe,MCO,Monaco,Western Europe
BDW,Baden-Württemberg,Western Europe,RP,Rhineland-Palatinate,Western Europe
BB,Brandenburg,Western Europe,MV,Mecklenburg-Vorpommern,Western Europe
BB,Brandenburg,Western Europe,ST,Saxony-Anhalt,Western Europe
HB,Bremen,Western Europe,NI,Lower Saxony,Western Europe
HE,Hesse,Western Europe,RP,Rhineland-Palatinate,Western Europe
NI,Lower Saxony,Western Europe,ST,Saxony-Anhalt,Western Europe
NI,Lower Saxony,Western Europe,MV,Mecklenburg-Vorpommern,Western Europe
MV,Mecklenburg-Vorpommern,Western Europe,POM,Pomerania,Eastern Europe
MV,Mecklenburg-Vorpommern,Western Europe,SH,Schleswig-Holstein,Western Europe
NRW,North Rhine-Westphalia,Western Europe,RP,Rhineland-Palatinate,Western Europe
RP,Rhineland-Palatinate,Western Europe,SL,Saarland,Western Europe
RP,Rhineland-Palatinate,Western Europe,LUX,Luxembourg,Western Europe
SN,Saxony,Western Europe,ST,Saxony-Anhalt,Western Europe
ST,Saxony-Anhalt,Western Europe,TH,Thuringia,Western Europe
MDA,Moldova,Eastern Europe,SUA,South Ukraine,Eastern Europe
MDA,Moldova,Eastern Europe,MDV,Moldavia,Eastern Europe
MDA,Moldova,Eastern Europe,TSN,Transnistria,Eastern Europe
POM,Pomerania,Eastern Europe,KLG,Kaliningrad,Eastern Europe
MDV,Moldavia,Eastern Europe,TRA,Transylvania,Eastern Europe
MDV,Moldavia,Eastern Europe,WUA,West Ukraine,Eastern Europe
MDV,Moldavia,Eastern Europe,WLA,Wallachia,Eastern Europe
WLA,Wallachia,Eastern Europe,SUA,South Ukraine,Eastern Europe
CER,Central Russia,Eastern Europe,EUA,East Ukraine,Eastern Europe
NCR,North Caucasian Russia,Eastern Europe,SOR,Southern Russia,Eastern Europe
NCR,North Caucasian Russia,Eastern Europe,GEO,Georgia,West Asia
NCR,North Caucasian Russia,Eastern Europe,AZP,Azerbaijan Proper,West Asia
NCR,North Caucasian Russia,Eastern Europe,ABK,Abkhazia,West Asia
NCR,North Caucasian Russia,Eastern Europe,SOS,South Ossetia,West Asia
SOR,Southern Russia,Eastern Europe,EUA,East Ukraine,Eastern Europe
SOR,Southern Russia,Eastern Europe,ABK,Abkhazia,West Asia
SOR,Southern Russia,Eastern Europe,SUA,South Ukraine,Eastern Europe
TSN,Transnistria,Eastern Europe,SUA,South Ukraine,Eastern Europe
TSN,Transnistria,Eastern Europe,CUA,Central Ukraine,Eastern Europe
CUA,Central Ukraine,Eastern Europe,SUA,South Ukraine,Eastern Europe
CUA,Central Ukraine,Eastern Europe,EUA,East Ukraine,Eastern Europe
EUA,East Ukraine,Eastern Europe,SUA,South Ukraine,Eastern Europe
CTI,Central Italy,Southern Europe,SMR,San Marino,Southern Europe
NEI,Northeast Italy,Southern Europe,SMR,San Marino,Southern Europe
SUS,South Spain,Southern Europe,GIB,Gibraltar,Southern Europe
DZS,Algerian Sahara,Northern Africa,DZC,Central Algeria,Northern Africa
DZS,Algerian Sahara,Northern Africa,DZW,Western Algeria,Northern Africa
DZS,Algerian Sahara,Northern Africa,MLN,Northern Mali (Azawad),Western Africa
DZS,Algerian Sahara,Northern Africa,NNE,Northern Niger,Western Africa
DZS,Algerian Sahara,Northern Africa,MRT,Mauritania,Western Africa
DZS,Algerian Sahara,Northern Africa,TUN,Tunisia,Northern Africa
DZC,Central Algeria,Northern Africa,DZW,Western Algeria,Northern Africa
DZC,Central Algeria,Northern Africa,DZE,Eastern Algeria,Northern Africa
DZE,Eastern Algeria,Northern Africa,TUN,Tunisia,Northern Africa
DZW,Western Algeria,Northern Africa,MAT,Moroccan Atlas,Northern Africa
DZW,Western Algeria,Northern Africa,RIF,Rif,Northern Africa
MRT,Mauritania,Western Africa,SEN,Senegal,Western Africa
SEN,Senegal,Western Africa,GMB,The Gambia,Western Africa
SEN,Senegal,Western Africa,MLS,Southern Mali (Bamako),Western Africa
SEN,Senegal,Western Africa,GIN,Guinea,Western Africa
SEN,Senegal,Western Africa,GNB,Guinea-Bissau,Western Africa
SEN,Senegal,Western Africa,CPV,Cape Verde,Western Africa
GNB,Guinea-Bissau,Western Africa,GIN,Guinea,Western Africa
ALX,Alexandria,Northern Africa,CAI,Greater Cairo,Northern Africa
ALX,Alexandria,Northern Africa,LBY,Libya,Northern Africa
ALX,Alexandria,Northern Africa,EGL,Lower Egypt,Northern Africa
ALX,Alexandria,Northern Africa,EGM,Middle Egypt,Northern Africa
ALX,Alexandria,Northern Africa,EGU,Upper Egypt,Northern Africa
CAI,Greater Cairo,Northern Africa,EGM,Middle Egypt,Northern Africa
CAI,Greater Cairo,Northern Africa,SUZ,Sinai & Suez,Northern Africa
CAI,Greater Cairo,Northern Africa,EGL,Lower Egypt,Northern Africa
CAI,Greater Cairo,Northern Africa,EGR,Egyptian Red Sea,Northern Africa
EGL,Lower Egypt,Northern Africa,SUZ,Sinai & Suez,Northern Africa
EGM,Middle Egypt,Northern Africa,EGR,Egyptian Red Sea,Northern Africa
EGM,Middle Egypt,Northern Africa,EGU,Upper Egypt,Northern Africa
SUZ,Sinai & Suez,Northern Africa,ISR,Israel,West Asia
SUZ,Sinai & Suez,Northern Africa,EGR,Egyptian Red Sea,Northern Africa
EGU,Upper Egypt,Northern Africa,EGR,Egyptian Red Sea,Northern Africa
EGU,Upper Egypt,Northern Africa,NSD,Northern Sudan,Northern Africa
EGU,Upper Egypt,Northern Africa,LBY,Libya,Northern Africa
EGR,Egyptian Red Sea,Northern Africa,NSD,Northern Sudan,Northern Africa
LBY,Libya,Northern Africa,TUN,Tunisia,Northern Africa
LBY,Libya,Northern Africa,TCD,Chad,Central Africa
LBY,Libya,Northern Africa,NNE,Northern Niger,Western Africa
LBY,Libya,Northern Africa,WSD,Western Sudan,Northern Africa
MAT,Moroccan Atlas,Northern Africa,ESH,Western Sahara,Northern Africa
MAT,Moroccan Atlas,Northern Africa,MRT,Mauritania,Western Africa
ESH,Western Sahara,Northern Africa,MRT,Mauritania,Western Africa
ESD,Eastern Sudan,Northern Africa,EAM,Amhara Region,Eastern Africa
ESD,Eastern Sudan,Northern Africa,ERI,Eritrea,Eastern Africa
